ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
218000055,"01/18/2021, 7:00:00 pm","01/22/2021, 5:03:10 am",PALO ALTO,CA,94306,200 Block SHERIDAN AV,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-19 12:04:00
218000052,"01/18/2021, 7:01:00 am","01/22/2021, 5:03:08 am",PALO ALTO,CA,94306,4200 Block WILKIE WAY,RMS: THEFT GRAND/FROM AUTO,Theft from Vehicle,THEFT GRAND/FROM AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-18 15:28:00
218000053,"01/18/2021, 2:15:00 am","01/22/2021, 5:03:09 am",PALO ALTO,CA,94306,GRANT AV & PARK BLVD,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-18 09:06:00
218000051,"01/17/2021, 1:00:00 am","01/22/2021, 5:03:08 am",PALO ALTO,CA,94303,VAN AUKEN CIR & GREER RD,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 20:19:00
218000049,"01/17/2021, 11:10:00 pm","01/22/2021, 5:03:07 am",PALO ALTO,CA,94306,2300 Block PARK BLVD,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 17:59:00
218000048,"01/17/2021, 8:00:00 am","01/22/2021, 5:03:07 am",PALO ALTO,CA,94303,3400 Block KENNETH DR,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 19:02:00
218000047,"01/17/2021, 7:00:00 am","01/22/2021, 5:03:07 am",PALO ALTO,CA,94306,300 Block COLLEGE AV,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 13:15:00
218000046,"01/16/2021, 11:00:00 pm","01/22/2021, 5:03:06 am",PALO ALTO,CA,94304,1300 Block OAK CREEK DR,RMS: THEFT GRAND/BIKE/BIKE PARTS,Theft,THEFT GRAND/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 10:21:00
218000044,"01/13/2021, 4:00:00 pm","01/22/2021, 5:03:05 am",PALO ALTO,CA,94301,UNIVERSITY AV & WEBSTER ST,RMS: MISDEMEANOR/HIT & RUN,Traffic,MISDEMEANOR/HIT & RUN</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-16 09:45:00
210000197,"01/20/2021, 11:30:00 pm","01/22/2021, 5:04:15 am",PALO ALTO,CA,94303,800 Block N CALIFORNIA AV,RMS: THEFT PETTY/AUTO ACCESSORY,Theft from Vehicle,THEFT PETTY/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-20 16:34:00
210000195,"01/20/2021, 5:00:00 am","01/22/2021, 5:04:15 am",PALO ALTO,CA,94303,100 Block WALTER HAYS DR,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-20 16:53:00
210000194,"01/20/2021, 9:50:00 pm","01/22/2021, 5:04:14 am",PALO ALTO,CA,94301,300 Block KIPLING ST,RMS: VEHICLE/IMPOUNDED,Traffic,VEHICLE/IMPOUNDED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-20 14:50:00
210000190,"01/19/2021, 1:30:00 pm","01/22/2021, 5:04:14 am",PALO ALTO,CA,94301,300 Block UNIVERSITY AV,RMS: BURGLARY/COMMERCIAL,Breaking & Entering,BURGLARY/COMMERCIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-20 09:25:00
210000163,"01/17/2021, 5:30:00 am","01/22/2021, 5:04:05 am",PALO ALTO,CA,94306,3900 Block EL CAMINO REAL,RMS: SEX CRIME/MISC,Sexual Offense,SEX CRIME/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 00:06:00
218000043,"01/15/2021, 10:00:00 pm","01/22/2021, 5:03:05 am",PALO ALTO,CA,94306,600 Block GEORGIA AV,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-15 19:29:00
218000042,"01/14/2021, 6:00:00 am","01/22/2021, 5:03:05 am",PALO ALTO,CA,94303,ORTEGA CT & E MEADOW DR,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-15 15:03:00
218000041,"01/13/2021, 11:05:00 pm","01/22/2021, 5:03:04 am",PALO ALTO,CA,94301,800 Block CENTER DR,RMS: LOST PROPERTY/MISC,Property Crime,LOST PROPERTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-14 22:16:00
218000040,"01/09/2021, 4:17:00 am","01/22/2021, 5:03:04 am",PALO ALTO,CA,94301,600 Block UNIVERSITY AV,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-14 13:34:00
210000189,"01/20/2021, 3:52:00 pm","01/22/2021, 5:04:14 am",PALO ALTO,CA,94306,1600 Block EL CAMINO REAL,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-01-20 08:52:00
210000188,"01/20/2021, 11:14:00 am","01/22/2021, 5:04:14 am",PALO ALTO,CA,94301,600 Block TENNYSON AV,RMS: POSSESS STOLEN PROP/MISC,Property Crime,POSSESS STOLEN PROP/MISC</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-20 04:45:00
210000187,"01/19/2021, 3:30:00 pm","01/22/2021, 5:04:13 am",PALO ALTO,CA,94306,200 Block CURTNER AV,RMS: FAMILY VIOLENCE/MISC,Other,FAMILY VIOLENCE/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-19 20:01:00
210000150,"01/15/2021, 7:17:00 pm","01/22/2021, 5:04:00 am",PALO ALTO,CA,94301,UNIVERSITY AV & LINCOLN AV,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-15 12:17:00
210000136,"01/13/2021, 11:56:00 pm","01/22/2021, 5:03:55 am",PALO ALTO,CA,94022,3300 Block PAGE MILL RD,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-13 16:56:00
218000039,"01/14/2021, 4:00:00 pm","01/22/2021, 5:03:03 am",PALO ALTO,CA,94303,E BAYSHORE RD & SAN ANTONIO RD,RMS: LOST PROPERTY/MISC,Property Crime,LOST PROPERTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-14 12:43:00
218000014,"01/02/2021, 8:00:00 am","01/22/2021, 5:04:19 am",PALO ALTO,CA,94303,2400 Block W BAYSHORE RD,RMS: VANDALISM/MISDEMEANOR,Property Crime,VANDALISM/MISDEMEANOR</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-03 18:46:00
218000012,"01/05/2021, 7:00:00 am","01/22/2021, 5:04:18 am",PALO ALTO,CA,94303,1000 Block TANLAND DR,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-05 09:00:00
218000011,"01/05/2021, 4:30:00 am","01/22/2021, 5:04:18 am",PALO ALTO,CA,94303,1100 Block AMARILLO AV,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-05 08:54:00
218000009,"01/04/2021, 7:25:00 pm","01/22/2021, 5:04:17 am",PALO ALTO,CA,94306,4200 Block EL CAMINO REAL,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-04 13:53:00
218000030,"01/09/2021, 7:55:00 pm","01/22/2021, 5:02:59 am",PALO ALTO,CA,94304,DURAND WAY & SAND HILL RD,RMS: MISDEMEANOR/HIT & RUN,Traffic,MISDEMEANOR/HIT & RUN</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-09 13:26:00
210000162,"01/17/2021, 8:40:00 am","01/21/2021, 5:16:12 am",PALO ALTO,CA,94303,700 Block COLORADO AV,RMS: MUNI CODE/DRINKING IN PUBLIC,Quality of Life,MUNI CODE/DRINKING IN PUBLIC</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-01-17 01:40:00
210000184,"01/19/2021, 8:04:00 pm","01/21/2021, 5:16:17 am",PALO ALTO,CA,94301,2300 Block WAVERLEY ST,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-19 15:31:00
210000183,"01/19/2021, 10:00:00 pm","01/21/2021, 5:16:17 am",PALO ALTO,CA,94301,800 Block EL CAMINO REAL,RMS: COUNTERFEITING/MISC,Property Crime,COUNTERFEITING/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-19 15:07:00
210000181,"01/19/2021, 1:22:00 am","01/21/2021, 5:16:17 am",PALO ALTO,CA,94025,100 Block EL CAMINO REAL,RMS: COUNTERFEITING/MISC,Property Crime,COUNTERFEITING/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-19 11:24:00
210000180,"01/19/2021, 10:00:00 am","01/21/2021, 5:16:17 am",PALO ALTO,CA,94306,300 Block EL VERANO AV,RMS: ASSAULT WITH DEADLY WEAPON,Assault,ASSAULT WITH DEADLY WEAPON</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-19 03:06:00
210000173,"01/18/2021, 9:30:00 am","01/21/2021, 5:16:14 am",PALO ALTO,CA,94306,2400 Block ASH ST,RMS: BURGLARY/RESIDENTIAL,Breaking & Entering,BURGLARY/RESIDENTIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-18 03:02:00
210000172,"01/18/2021, 9:40:00 am","01/21/2021, 5:16:14 am",PALO ALTO,CA,94025,100 Block EL CAMINO REAL,RMS: PENAL CODE/MISC,Other,PENAL CODE/MISC</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-01-18 02:40:00
210000166,"01/13/2021, 7:00:00 am","01/21/2021, 5:16:12 am",PALO ALTO,CA,94306,2500 Block PARK BLVD,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 11:00:00
210000186,"01/18/2021, 1:28:00 am","01/21/2021, 5:16:18 am",PALO ALTO,CA,94025,100 Block EL CAMINO REAL,RMS: BURGLARY/COMMERCIAL,Breaking & Entering,BURGLARY/COMMERCIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 18:35:00
210000185,"01/19/2021, 10:23:00 pm","01/21/2021, 5:16:18 am",PALO ALTO,CA,94301,200 Block LYTTON AV,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-19 15:29:00
210000135,"01/13/2021, 11:38:00 pm","01/20/2021, 5:57:34 am",PALO ALTO,CA,.,UNKNOWN,RMS: SEX CRIME/MISC,Sexual Offense,SEX CRIME/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-13 16:38:00
210000118,"01/02/2021, 7:00:00 pm","01/20/2021, 5:57:30 am",PALO ALTO,CA,94303,2400 Block W BAYSHORE RD,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-11 13:39:00
210000022,"01/02/2021, 6:30:00 pm","01/20/2021, 5:57:09 am",PALO ALTO,CA,94306,1900 Block EL CAMINO REAL,RMS: N&D/PARAPHERNALIA,Quality of Life,N&D/PARAPHERNALIA</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-01-02 11:30:00
210000008,"01/01/2021, 2:47:00 pm","01/20/2021, 5:57:07 am",PALO ALTO,CA,94301,WELLS AV & URBAN LN,RMS: N&D/POSSESSION,Quality of Life,N&D/POSSESSION</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-01-01 07:47:00
210000179,"01/18/2021, 7:01:00 am","01/20/2021, 5:57:42 am",PALO ALTO,CA,94301,200 Block HAWTHORNE AV,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-18 19:22:00
210000178,"01/13/2021, 9:00:00 pm","01/20/2021, 5:57:42 am",PALO ALTO,CA,94306,400 Block E MEADOW DR,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-18 16:46:00
210000177,"01/03/2021, 8:30:00 pm","01/20/2021, 5:57:42 am",PALO ALTO,CA,94303,3200 Block ROSS RD,RMS: BURGLARY/RESIDENTIAL,Breaking & Entering,BURGLARY/RESIDENTIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-18 15:00:00
210000176,"01/14/2021, 11:00:00 pm","01/20/2021, 5:57:41 am",PALO ALTO,CA,94043,600 Block SAN ANTONIO RD,RMS: MISSING ADULT/MISC,Other,MISSING ADULT/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-14 16:00:00
210000175,"01/18/2021, 1:00:00 am","01/20/2021, 5:57:41 am",PALO ALTO,CA,94303,1500 Block EDGEWOOD DR,RMS: VANDALISM/FELONY,Property Crime,VANDALISM/FELONY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-18 11:00:00
210000174,"01/18/2021, 5:00:00 pm","01/20/2021, 5:57:41 am",PALO ALTO,CA,94303,1800 Block NEWELL RD,RMS: VEHICLE/STOLEN,Theft of Vehicle,VEHICLE/STOLEN</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-18 10:00:00
210000169,"01/17/2021, 11:35:00 pm","01/20/2021, 5:57:40 am",PALO ALTO,CA,94301,HIGH ST & EVERETT AV,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 16:35:00
210000159,"01/16/2021, 10:40:00 pm","01/20/2021, 5:57:39 am",PALO ALTO,CA,94301,500 Block ALMA ST,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-16 15:40:00
210000152,"01/10/2021, 7:00:00 pm","01/20/2021, 5:57:37 am",PALO ALTO,CA,94306,100 Block EL VERANO AV,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-15 17:27:00
210000149,"01/15/2021, 6:45:00 pm","01/20/2021, 5:57:37 am",PALO ALTO,CA,94025,1100 Block EL CAMINO REAL,RMS: VEHICLE/STORED,Traffic,VEHICLE/STORED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-15 11:45:00
210000147,"01/15/2021, 5:26:00 am","01/20/2021, 5:57:36 am",PALO ALTO,CA,94301,1 Block UNIVERSITY AV,RMS: N&D/POSSESSION,Quality of Life,N&D/POSSESSION</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-01-14 22:26:00
210000146,"01/15/2021, 3:23:00 am","01/20/2021, 5:57:36 am",PALO ALTO,CA,94306,EL CAMINO REAL & VENTURA AV,RMS: N&D/PARAPHERNALIA,Quality of Life,N&D/PARAPHERNALIA</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-14 20:23:00
210000143,"01/07/2021, 3:00:00 pm","01/20/2021, 5:57:35 am",PALO ALTO,CA,94306,2600 Block MIDDLEFIELD RD,RMS: SUSPICIOUS CIRCUMSTANCE/MISC,Proactive Policing,SUSPICIOUS CIRCUMSTANCE/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-14 10:52:00
210000171,"01/18/2021, 7:50:00 pm","01/20/2021, 5:57:40 am",PALO ALTO,CA,94301,1800 Block COWPER ST,RMS: THEFT GRAND ATT/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND ATT/AUTO ACCESSORY</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-18 13:02:00
210000170,"01/18/2021, 4:26:00 am","01/20/2021, 5:57:40 am",PALO ALTO,CA,94303,COLORADO AV & ROSS RD,RMS: TRAFFIC/EVADE,Traffic,TRAFFIC/EVADE</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-01-17 21:26:00
210000168,"01/17/2021, 9:56:00 pm","01/20/2021, 5:57:40 am",PALO ALTO,CA,94306,3500 Block EMERSON ST,RMS: TRAFFIC/STOLEN/LOST PLATE,Traffic,TRAFFIC/STOLEN/LOST PLATE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 14:56:00
210000164,"01/17/2021, 3:30:00 pm","01/20/2021, 5:57:39 am",PALO ALTO,CA,94303,AMARILLO AV & TANLAND DR,RMS: VEHICLE/RECOVERED,Vehicle Recovery,VEHICLE/RECOVERED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 08:30:00
210000161,"01/17/2021, 7:00:00 am","01/20/2021, 5:57:39 am",PALO ALTO,CA,.,.,RMS: SICK & CARED FOR/MISC,Emergency,SICK & CARED FOR/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-17 00:06:00
210000160,"01/16/2021, 10:46:00 pm","01/20/2021, 5:57:39 am",PALO ALTO,CA,94301,600 Block TENNYSON AV,RMS: DOMESTIC VIOLENCE/BATTERY,Other,DOMESTIC VIOLENCE/BATTERY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-16 15:46:00
210000158,"01/16/2021, 3:50:00 pm","01/20/2021, 5:57:38 am",PALO ALTO,CA,94306,4100 Block EL CAMINO REAL,RMS: BURGLARY/COMMERCIAL,Breaking & Entering,BURGLARY/COMMERCIAL</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-16 12:18:00
210000157,"01/16/2021, 1:19:00 pm","01/20/2021, 5:57:38 am",PALO ALTO,CA,94306,2600 Block MIDDLEFIELD RD,RMS: VEHICLE/STOLEN,Theft of Vehicle,VEHICLE/STOLEN</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-16 08:30:00
210000156,"01/16/2021, 5:48:00 am","01/20/2021, 5:57:38 am",PALO ALTO,CA,94301,300 Block UNIVERSITY AV,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-15 22:48:00
210000155,"01/16/2021, 5:07:00 am","01/20/2021, 5:57:37 am",PALO ALTO,CA,94304,200 Block CHARLES MARX WAY,RMS: BURGLARY/RESIDENTIAL,Breaking & Entering,BURGLARY/RESIDENTIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-15 22:07:00
210000154,"01/15/2021, 6:00:00 pm","01/20/2021, 5:57:37 am",PALO ALTO,CA,94301,900 Block BRYANT ST,RMS: MISSING ADULT/MISC,Other,MISSING ADULT/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-15 11:00:00
210000144,"01/14/2021, 9:16:00 pm","01/16/2021, 5:46:26 am",PALO ALTO,CA,94306,300 Block CURTNER AV,RMS: VEHICLE/IMPOUNDED,Traffic,VEHICLE/IMPOUNDED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-14 14:16:00
210000137,"01/14/2021, 12:55:00 am","01/16/2021, 5:46:25 am",PALO ALTO,CA,.,E CHARLESTON RD,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-13 17:55:00
210000134,"01/13/2021, 10:40:00 pm","01/16/2021, 5:46:24 am",PALO ALTO,CA,94301,300 Block UNIVERSITY AV,RMS: BATTERY/SIMPLE,Assault,BATTERY/SIMPLE</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-01-13 15:41:00
210000126,"01/12/2021, 11:47:00 pm","01/16/2021, 5:46:21 am",PALO ALTO,CA,94305,700 Block WELCH RD,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-12 16:47:00
210000052,"01/05/2021, 6:33:00 pm","01/16/2021, 5:45:54 am",PALO ALTO,CA,94025,100 Block EL CAMINO REAL,RMS: ROBBERY/STRONG ARM,Robbery,ROBBERY/STRONG ARM</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-05 11:45:00
210000140,"01/14/2021, 4:16:00 pm","01/16/2021, 5:46:26 am",PALO ALTO,CA,94306,1500 Block BLOCK EL CAMINO REAL,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-01-14 09:16:00
210000131,"01/13/2021, 7:30:00 pm","01/16/2021, 5:46:24 am",PALO ALTO,CA,94301,300 Block UNIVERSITY AV,RMS: PENAL CODE/MISC,Other,PENAL CODE/MISC</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-01-13 12:30:00
210000129,"01/12/2021, 11:30:00 pm","01/16/2021, 5:46:23 am",PALO ALTO,CA,94306,700 Block BARRON AV,RMS: BURGLARY/RESIDENTIAL,Breaking & Entering,BURGLARY/RESIDENTIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-13 09:00:00
218000021,"01/07/2021, 4:40:00 am","01/16/2021, 5:45:06 am",PALO ALTO,CA,94304,1500 Block SAND HILL RD,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-06 21:54:00
218000019,"01/07/2021, 8:00:00 am","01/16/2021, 5:45:05 am",PALO ALTO,CA,94301,ISLAND DR & EDGEWOOD DR,RMS: VANDALISM/MISDEMEANOR,Property Crime,VANDALISM/MISDEMEANOR</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-07 09:29:00
218000018,"01/07/2021, 7:45:00 pm","01/16/2021, 5:45:04 am",PALO ALTO,CA,94306,RUTHELMA AV & W CHARLESTON RD,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-07 12:53:00
218000022,"01/08/2021, 12:00:00 am","01/16/2021, 5:45:06 am",PALO ALTO,CA,94303,2700 Block MIDTOWN CT,RMS: THEFT PETTY/AUTO ACCESSORY,Theft from Vehicle,THEFT PETTY/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-08 11:07:00
218000029,"01/09/2021, 4:25:00 pm","01/16/2021, 5:45:10 am",PALO ALTO,CA,94306,500 Block STANFORD AV,RMS: THEFT GRAND/BIKE/BIKE PARTS,Theft,THEFT GRAND/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-09 14:45:00
218000023,"01/08/2021, 9:20:00 pm","01/16/2021, 5:45:07 am",PALO ALTO,CA,94306,300 Block COLORADO AV,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-08 14:29:00
218000028,"01/09/2021, 3:50:00 am","01/15/2021, 5:50:22 am",PALO ALTO,CA,94306,300 Block GRANT AV,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-09 16:07:00
218000027,"01/09/2021, 8:00:00 pm","01/15/2021, 5:52:54 am",PALO ALTO,CA,94303,W BAYSHORE RD & FABIAN WAY,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-09 16:17:00
218000026,"01/09/2021, 6:55:00 am","01/15/2021, 5:52:53 am",PALO ALTO,CA,94306,3400 Block RAMBOW DR,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-09 16:59:00
218000025,"01/08/2021, 7:15:00 am","01/15/2021, 5:52:53 am",PALO ALTO,CA,94306,600 Block BRYSON AV,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-09 20:27:00
218000032,"01/09/2021, 2:30:00 am","01/15/2021, 5:50:46 am",PALO ALTO,CA,94306,SAN ANTONIO RD & NITA AV,RMS: VANDALISM/MISDEMEANOR,Property Crime,VANDALISM/MISDEMEANOR</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-09 08:54:00
218000031,"01/08/2021, 9:15:00 pm","01/15/2021, 5:50:46 am",PALO ALTO,CA,94306,2700 Block GASPAR CT,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-09 14:21:00
218000035,"01/12/2021, 7:01:00 am","01/15/2021, 5:50:48 am",PALO ALTO,CA,94306,900 Block SHAUNA LN,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>INACTIVE<br /><b>Report Date: </b>2021-01-12 11:19:00
