PK,CCR,HIERARCHY,INCIDENTTIME,incident_year,incident_month,incident_day_of_week,incident_time_12hr,incident_hour,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
247586239,21045073,99,2021-03-17T15:26:00Z,2021,March,Wednesday,03:26 PM,03 PM,"400 Block Daytona St Pittsburgh, PA 15210",N,Knoxville,3,MENTAL 201/302,9498 302 (Mental),3001,3,5,-79.9948986369399,40.4108777443626
247588973,21045161,0,2021-03-17T18:45:00Z,2021,March,Wednesday,06:45 PM,06 PM,"1500 Block Colwell St Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9999 9999 - (Misc. Incident):,305,6,3,-79.9849703650281,40.4392618098485
247595451,21045247,0,2021-03-17T18:30:00Z,2021,March,Wednesday,06:30 PM,06 PM,"600 Block Berkshire Ave Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident):,1918,4,5,-80.023055458304,40.394749197647
247609183,21045468,6,2021-03-18T05:00:00Z,2021,March,Thursday,05:00 AM,05 AM,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT FROM AUTO,3934 Theft from Vehicle,1115,9,2,-79.9221749446935,40.4651657848127
247283972,21043266,0,2021-03-14T16:04:00Z,2021,March,Sunday,04:04 PM,04 PM,"7600 Block Mulford St Pittsburgh, PA 15221",N,Homewood South,5,99,8106 Shots Fired,1304,9,2,-79.8912770871961,40.4526393797905
247295821,21043467,0,2021-03-14T23:55:00Z,2021,March,Sunday,11:55 PM,11 PM,"Mission St & Sterling St Pittsburgh, PA 15203",Y,South Side Slopes,3,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE / 1371 Operation Following Suspension of Registration. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1608,3,3,-79.9738504198294,40.4232051718438
247296427,21043468,10,2021-03-14T23:56:00Z,2021,March,Sunday,11:56 PM,11 PM,"700 Block N St Clair St Pittsburgh, PA 15206",Y,East Liberty,5,TERRORISTIC THREATS,5104 Resisting Arrest or Other Law Enforcement. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 907 Possessing Instruments of Crime.,1113,9,2,-79.9247650987995,40.469097696132
247325002,21043567,6,2021-03-15T05:30:00Z,2021,March,Monday,05:30 AM,05 AM,"200 Block Olympia St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1903,2,5,-80.016900845372,40.4346385989774
247327747,21043576,11,2021-03-13T12:00:00Z,2021,March,Saturday,12:00 PM,12 PM,"800 Block Oakville St Pittsburgh, PA 15207",N,New Homestead,4,IDENTITY THEFT,4120 Identity Theft,3103,5,3,-79.9182715039747,40.3815748474125
-3218045997,21043768,6,2021-03-15T12:00:00Z,2021,March,Monday,12:00 PM,12 PM,"300 Block Virginia Ave Pittsburgh, PA 15211",N,Mount Washington,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1903,2,5,-80.0105553172304,40.4311154236645
247376536,21043689,99,2021-03-15T11:21:00Z,2021,March,Monday,11:21 AM,11 AM,"1100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,FOUND DRUGS,9017 Found Drugs / 9497 Aided Case,2901,4,3,-79.9909025434676,40.4049473205906
247487692,21044492,99,2021-03-16T16:50:00Z,2021,March,Tuesday,04:50 PM,04 PM,"300 Block Cedar Ave Pittsburgh, PA 15212",N,East Allegheny,1,GAMBLING INVESTIGATION,9130 Graffiti Investigation,2304,1,1,-80.0009078039902,40.4508935599436
-3452027771,21044555,6,2021-03-16T12:00:00Z,2021,March,Tuesday,12:00 PM,12 PM,"20 Block hillburn St Pittsburgh, PA 15207",N,Terrace Village,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,510,5,3,-79.9314149354152,40.3830863498913
247633796,21045579,5,2021-03-18T10:15:00Z,2021,March,Thursday,10:15 AM,10 AM,"1000 Block Memory Ln Pittsburgh, PA 15219",N,Bedford Dwellings,2,BURGLARY,3502 Burglary.,509,6,3,-79.9796325795342,40.4495921848183
247639836,21045598,99,2021-03-18T11:27:00Z,2021,March,Thursday,11:27 AM,11 AM,"100 Block Carrick Ave Pittsburgh, PA 15210",Y,Carrick,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2904,4,3,-79.9823400416051,40.3891883276837
247641367,21045658,10,2021-03-18T11:45:00Z,2021,March,Thursday,11:45 AM,11 AM,"1100 Block Allegheny Ave Pittsburgh, PA 15233",N,Central North Side,1,HARRASSMENT,2709(a) Harassment.,2206,1,1,-80.0193531997137,40.4532783428941
247644690,21045663,18,2021-03-18T13:40:00Z,2021,March,Thursday,01:40 PM,01 PM,"30 Block Cushman St Pittsburgh, PA 15211",Y,Mount Washington,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,1807,3,5,-80.0044715559702,40.4265732483807
247652275,21045713,10,2021-03-16T10:00:00Z,2021,March,Tuesday,10:00 AM,10 AM,"1200 Block Thelma St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2704,1,1,-80.0271774539283,40.4689872782725
247656092,21045705,14,2021-03-18T14:55:00Z,2021,March,Thursday,02:55 PM,02 PM,"700 Block N Negley Ave Pittsburgh, PA 15206",Y,East Liberty,5,CRIM MISCHIEF,3304 Criminal Mischief.,1113,9,2,-79.9266960314998,40.4698183744927
247658097,21045743,6,2021-03-17T13:59:00Z,2021,March,Wednesday,01:59 PM,01 PM,"2200 Block N Charles St Pittsburgh, PA 15214",N,Perry South,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2615,6,1,-80.0198326978433,40.4632224974554
247640540,21045634,14,2021-03-18T12:00:00Z,2021,March,Thursday,12:00 PM,12 PM,"500 Block S Graham St Pittsburgh, PA 15232",N,Shadyside,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",709,8,2,-79.9364771519776,40.4565245910727
247646597,21045693,0,2021-03-17T21:36:00Z,2021,March,Wednesday,09:36 PM,09 PM,"1900 Block Waterfront Pl Pittsburgh, PA 15222",N,Strip District,2,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,203,7,6,-79.9865798087869,40.4518482875784
247659019,21045714,0,2021-03-18T15:15:00Z,2021,March,Thursday,03:15 PM,03 PM,"1200 Block Chartiers Ave Pittsburgh, PA 15220",N,Crafton Heights,6,99,9998 Overdose Other,2814,2,5,-80.0434680746212,40.4457631281446
247663725,21045793,11,2021-03-18T15:25:00Z,2021,March,Thursday,03:25 PM,03 PM,"900 Block Rossmore Ave Pittsburgh, PA 15226",N,Brookline,6,IMPERSONATING A PUBLIC SERVANT,4912 Impersonating a Public Servant.,1919,4,5,-80.0176450825751,40.3941383145478
247681545,21046054,99,2021-03-19T02:53:00Z,2021,March,Friday,02:53 AM,02 AM,"2100 Block Park Hills  Dr Pittsburgh, PA 15221",N,East Hills,5,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1306,9,2,-79.8740675554629,40.4532044463424
247685173,21046093,27,2021-03-19T00:30:00Z,2021,March,Friday,12:30 AM,12 AM,"1000 Block Sutherland St Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2022,2,5,-80.0605539367657,40.4548844018799
247685765,21046009,99,2021-03-19T00:30:00Z,2021,March,Friday,12:30 AM,12 AM,"3300 Block Fleming Ave Pittsburgh, PA 15212",N,Brighton Heights,1,AIDED CASE,9497 Aided Case,2703,1,1,-80.0375449937201,40.475314376139
247330206,21043606,10,2021-03-15T08:00:00Z,2021,March,Monday,08:00 AM,08 AM,"500 Block Wyncotte St Pittsburgh, PA 15204",N,Sheraden,6,HARRASSMENT,2709 Harassment (Non-Specific),2018,2,5,-80.0548384895162,40.4589578766986
247331168,21043616,27,2021-03-14T22:30:00Z,2021,March,Sunday,10:30 PM,10 PM,"1200 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9862131966527,40.4285828598749
247336804,21043631,27,2021-03-15T09:30:00Z,2021,March,Monday,09:30 AM,09 AM,"Potomac Ave & Crestview Rd Pittsburgh, PA 15220",Y,Central Business District,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3736 Reckless Driving,2023,2,5,-80.0448142256496,40.4069233891988
247338568,21043640,6,2021-03-14T13:30:00Z,2021,March,Sunday,01:30 PM,01 PM,"6000 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1115,9,2,-79.9247104221077,40.4611889439979
247341502,21043649,10,2021-03-15T09:00:00Z,2021,March,Monday,09:00 AM,09 AM,"40 Block Hemphill St Pittsburgh, PA 15214",N,Perry North,1,HARRASSMENT,2709 Harassment (Non-Specific),2602,1,1,-80.0189761010583,40.4882425284072
247344033,21043666,14,2021-03-15T09:00:00Z,2021,March,Monday,09:00 AM,09 AM,"1800 Block Jancey St Pittsburgh, PA 15206",N,Morningside,5,CRIM MISCHIEF,3304 Criminal Mischief.,1014,7,2,-79.9265021538613,40.4859242904591
247353524,21043693,99,2021-03-14T16:30:00Z,2021,March,Sunday,04:30 PM,04 PM,"300 Block S Atlantic Ave Pittsburgh, PA 15224",N,Bloomfield,5,DOG BITE,9492 Dog Bite,806,7,2,-79.9392532482718,40.461852036263
247355098,21043708,11,2021-03-13T12:00:00Z,2021,March,Saturday,12:00 PM,12 PM,"500 Block W Circle Ave Pittsburgh, PA 15207",N,New Homestead,4,IDENTITY THEFT,4120 Identity Theft,3103,5,3,-79.9279631831426,40.3887972659362
247387167,21043819,0,2021-03-15T15:20:00Z,2021,March,Monday,03:20 PM,03 PM,"100 Block Steuben St Pittsburgh, PA 15220",N,West End,6,99,9093 Indirect Criminal Contempt,2019,2,5,-80.0453261245106,40.4421285515268
247414534,21044105,10,2021-03-16T02:03:00Z,2021,March,Tuesday,02:03 AM,02 AM,"3200 Block Niagara St Pittsburgh, PA 15213",N,South Oakland,4,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,409,3,3,-79.9604312147515,40.4339267078699
247502423,21044682,10,2021-03-16T22:45:00Z,2021,March,Tuesday,10:45 PM,10 PM,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1306,9,2,-79.8740675554629,40.4532044463424
247550162,21044902,27,2021-03-17T09:45:00Z,2021,March,Wednesday,09:45 AM,09 AM,"2200 Block Saw Mill Run Blvd Pittsburgh, PA 15210",N,Overbrook,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3204,4,5,-79.9967386606795,40.3884708054459
247553560,21044912,0,2021-03-17T11:00:00Z,2021,March,Wednesday,11:00 AM,11 AM,"100 Block Elmore St Pittsburgh, PA 15219",N,Terrace Village,2,99,9999 9999 - (Misc. Incident):,511,,,-79.8621332272018,40.4285758019603
247556321,21044913,11,2021-03-13T00:01:00Z,2021,March,Saturday,12:01 AM,12 AM,"2900 Block Devlin St Pittsburgh, PA 15210",N,Arlington,3,IDENTITY THEFT,4120 Identity Theft,1603,3,3,-79.9676094080632,40.4148445788391
247562966,21044942,27,2021-03-17T11:00:00Z,2021,March,Wednesday,11:00 AM,11 AM,"2500 Block Saw Mill Run Blvd Pittsburgh, PA 15227",N,Overbrook,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3204,4,5,-79.9956937672619,40.3817590348746
247660211,21045755,0,2021-03-18T16:50:00Z,2021,March,Thursday,04:50 PM,04 PM,"1300 Block Grotto St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9993 PFA Service with Weapons Supplement,1202,9,2,-79.8964291410875,40.4661368015194
247661475,21045703,14,2021-03-18T16:11:00Z,2021,March,Thursday,04:11 PM,04 PM,"57th St & Carnegie St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,1011,7,2,-79.9456794702994,40.4846247444639
247662343,21045781,11,2021-03-18T10:08:00Z,2021,March,Thursday,10:08 AM,10 AM,"7300 Block Somerset St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT BY DECEPTION,3922 Theft by Deception.,1202,9,2,-79.891363816506,40.4676140714444
247662665,21045727,27,2021-03-18T16:34:00Z,2021,March,Thursday,04:34 PM,04 PM,"Watt St & Wylie Ave Pittsburgh, PA 15219",Y,Middle Hill,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,501,6,3,-79.9703103932258,40.4486979217301
247663120,21045287,9,2021-03-17T21:00:00Z,2021,March,Wednesday,09:00 PM,09 PM,"4700 Block Wallingford St Pittsburgh, PA 15213",N,Shadyside,4,FORGERY,4101 Forgery.,709,8,2,-79.9492085852726,40.451519878239
247664154,21045860,99,2021-03-18T19:35:00Z,2021,March,Thursday,07:35 PM,07 PM,"50 Block Sidney Ct Pittsburgh, PA 15203",N,South Side Flats,3,AIDED CASE,9497 Aided Case,1609,3,3,-79.9684694298997,40.4283004032332
247664486,21045876,6,2021-03-18T19:08:00Z,2021,March,Thursday,07:08 PM,07 PM,"1800 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1413,5,3,-79.9231790535923,40.4367183093438
247664520,21045843,0,2021-03-18T19:26:00Z,2021,March,Thursday,07:26 PM,07 PM,"Brookline Blvd & Flatbush Ave Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident):,1918,4,5,-80.0199718393673,40.3937238219898
247665457,21045915,0,2021-03-18T21:02:00Z,2021,March,Thursday,09:02 PM,09 PM,"500 Block Borland St Pittsburgh, PA 15206",N,East Liberty,5,99,9994 PFA Service,1113,9,2,-79.9249637038455,40.4666721361139
247665855,21045911,0,2021-03-18T20:59:00Z,2021,March,Thursday,08:59 PM,08 PM,"100 Block Continental St Pittsburgh, PA 15206",N,Larimer,5,99,9994 PFA Service,1208,9,2,-79.9108648286285,40.4594625581598
247688449,21045681,14,2021-03-18T07:00:00Z,2021,March,Thursday,07:00 AM,07 AM,"5500 Block Ellsworth Ave Pittsburgh, PA 15232",N,Shadyside,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",709,8,2,-79.934867290177,40.45363835019
247689378,21046086,8,2021-03-19T05:51:00Z,2021,March,Friday,05:51 AM,05 AM,"5300 Block Beeler St Pittsburgh, PA 15217",N,Squirrel Hill North,4,DANGEROUS BURNING,3301(d.1) Dangerous Burning,1401,8,3,-79.9336743931519,40.4454236079869
247694501,21046147,27,2021-03-19T00:45:00Z,2021,March,Friday,12:45 AM,12 AM,"5200 Block Harrison St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1011,7,2,-79.9551678531239,40.480959184751804
247695256,21046155,11,2021-03-18T12:00:00Z,2021,March,Thursday,12:00 PM,12 PM,"1100 Block Cox Pl Pittsburgh, PA 15207",N,Lincoln Place,4,IDENTITY THEFT,4120 Identity Theft,3102,5,3,-79.9180878176985,40.370441394903
247696687,21046186,27,2021-03-19T00:30:00Z,2021,March,Friday,12:30 AM,12 AM,"5200 Block Harrison St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1011,7,2,-79.9551678531239,40.480959184751804
-3250136562,21046150,0,2021-03-19T09:00:00Z,2021,March,Friday,09:00 AM,09 AM,"3000 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident):,1414,5,3,-79.918517036674,40.4213368565154
247225481,21042539,14,2021-03-13T12:00:00Z,2021,March,Saturday,12:00 PM,12 PM,"7000 Block Fleury Way Pittsburgh, PA 15208",Y,Homewood South,5,CRIM MISCHIEF,3304 Criminal Mischief.,1303,9,2,-79.9016306067665,40.4570845727085
247227887,21042583,11,2021-03-13T10:00:00Z,2021,March,Saturday,10:00 AM,10 AM,"2700 Block Shelly St Pittsburgh, PA 15203",N,South Side Slopes,3,IDENTITY THEFT,4120 Identity Theft,1608,3,3,-79.9688974764135,40.4229172188872
247403962,21044009,26,2021-03-15T21:59:00Z,2021,March,Monday,09:59 PM,09 PM,"1200 Block Arnold St Pittsburgh, PA 15220",Y,Crafton Heights,6,CONCEALING DEATH BASTARD CHILD,4303 General Lighting Requirements. / 627.02(b)(i) Possessing a small amount of marijuana,2815,2,5,-80.0451288834818,40.4420815646515
247413973,21044108,14,2021-03-16T02:00:00Z,2021,March,Tuesday,02:00 AM,02 AM,"2600 Block Brownsville Rd Pittsburgh, PA 15227",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief. / 2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,2904,4,3,-79.9788043658311,40.3854502648648
247421724,21044101,10,2021-03-16T03:22:00Z,2021,March,Tuesday,03:22 AM,03 AM,"600 Block Commonwealth Pl Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 13(a)(31) Marijuana: Possession Small Amount,201,6,6,-80.0064088164826,40.4417408925392
247200382,21042313,23,2021-03-13T00:35:00Z,2021,March,Saturday,12:35 AM,12 AM,"Kelly St & N Dallas Ave Pittsburgh, PA 15208",N,Homewood West,5,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct. / 5507 Obstructing Highways and Passages. / 9992 Governor's Order Violation / 3354 Additional Parking Regulations.,1207,9,2,-79.9043920202324,40.4572143287336
247231180,21042413,99,2021-03-13T04:32:00Z,2021,March,Saturday,04:32 AM,04 AM,"5500 Block Bartlett St Pittsburgh, PA 15217",Y,Squirrel Hill South,4,MENTAL 201/302,9498 302 (Mental),1413,5,3,-79.9303522984397,40.435209165161
247236376,21042600,99,2021-03-13T14:30:00Z,2021,March,Saturday,02:30 PM,02 PM,"2800 Block Shadeland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2715,1,1,-80.0301204911086,40.4699527063021
247244309,21042736,3,2021-03-13T17:15:00Z,2021,March,Saturday,05:15 PM,05 PM,"4200 Block Murray Ave Pittsburgh, PA 15217",N,Greenfield,4,ROBBERY,3701 Robbery. / 903 Criminal Conspiracy.,1517,5,3,-79.9286739194019,40.423189692055
247244493,21042698,10,2021-03-13T16:16:00Z,2021,March,Saturday,04:16 PM,04 PM,"1900 Block Murray Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2709(a)(2) Harassment by Following Person in Public Place(s)",1413,5,3,-79.9230679471987,40.4358796223012
247247042,21042836,6,2021-03-13T16:30:00Z,2021,March,Saturday,04:30 PM,04 PM,"700 Block W North Ave Pittsburgh, PA 15212",N,Central North Side,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2206,1,1,-80.0136643232808,40.4541610779169
247249238,21042875,27,2021-03-13T21:30:00Z,2021,March,Saturday,09:30 PM,09 PM,"1700 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9821080843195,40.4279267668472
247254594,21042975,0,2021-03-14T01:00:00Z,2021,March,Sunday,01:00 AM,01 AM,"900 Block Anaheim St Pittsburgh, PA 15219",N,Upper Hill,2,99,9999 9999 - (Misc. Incident):,506,6,3,-79.9590851019137,40.4514852746199
247291351,21042652,24,2021-03-13T15:57:00Z,2021,March,Saturday,03:57 PM,03 PM,"1600 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 3503 Criminal Trespass,1702,3,3,-79.9826498409866,40.428754714415
247296693,21043476,99,2021-03-15T00:58:00Z,2021,March,Monday,12:58 AM,12 AM,"Washington Blvd & Frankstown Ave Pittsburgh, PA 15208",N,Homewood West,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1207,9,2,-79.908043509612,40.4586818050989
247332040,21043589,99,2021-03-15T08:31:00Z,2021,March,Monday,08:31 AM,08 AM,"2500 Block Mission St Pittsburgh, PA 15203",N,South Side Slopes,3,FOUND PROPERTY,9489 Found Property,1608,3,3,-79.9720659259588,40.4228263916134
-3320021938,21042396,0,2021-03-13T03:26:00Z,2021,March,Saturday,03:26 AM,03 AM,"7100 Block Kedron St Pittsburgh, PA 15208",Y,Homewood North,5,99,9093 Indirect Criminal Contempt,1302,9,2,-79.8975131476962,40.4613935568173
247359698,21043673,10,2021-03-15T11:00:00Z,2021,March,Monday,11:00 AM,11 AM,"1300 Block Federal St N Pittsburgh, PA 15212",Y,Central North Side,1,SIMPLE ASSAULT,2701 Simple Assault.,2206,1,1,-80.0068764685454,40.4567394203933
247372443,21043772,10,2021-03-15T13:00:00Z,2021,March,Monday,01:00 PM,01 PM,"1000 Block Elwell St Pittsburgh, PA 15207",N,Lincoln Place,4,HARRASSMENT,2709 Harassment (Non-Specific),3102,5,3,-79.921070177458,40.3690978954533
247378316,21043673,10,2021-03-15T11:00:00Z,2021,March,Monday,11:00 AM,11 AM,"1300 Block Federal St N Pittsburgh, PA 15212",Y,Central North Side,1,SIMPLE ASSAULT,2701 Simple Assault.,2206,1,1,-80.0068764685454,40.4567394203933
247384223,21043844,11,2021-03-15T00:01:00Z,2021,March,Monday,12:01 AM,12 AM,"2100 Block Jonquil Way Pittsburgh, PA 15210",N,Arlington,3,IDENTITY THEFT,4120 Identity Theft,1603,3,3,-79.9776352271657,40.4161095092353
247389336,21043894,14,2021-03-14T00:01:00Z,2021,March,Sunday,12:01 AM,12 AM,"700 Block North Point Dr Pittsburgh, PA 15233",N,Chateau,1,CRIM MISCHIEF,3304 Criminal Mischief.,2108,6,1,-80.0269048616367,40.4495451375344
247389934,21043923,11,2021-03-13T00:01:00Z,2021,March,Saturday,12:01 AM,12 AM,"6300 Block Caton St Pittsburgh, PA 15217",N,Squirrel Hill South,4,IDENTITY THEFT,4120 Identity Theft,1414,5,3,-79.9239155857124,40.4238750820772
247397558,21043945,11,2021-03-15T00:01:00Z,2021,March,Monday,12:01 AM,12 AM,"400 Block Sunnyland Ave Pittsburgh, PA 15227",N,Overbrook,3,IDENTITY THEFT,4120 Identity Theft,3204,4,5,-79.9867762775597,40.3827528193138
247398163,21043980,11,2021-03-15T00:01:00Z,2021,March,Monday,12:01 AM,12 AM,"800 Block Idlewood Ave Pittsburgh, PA 15205",N,East Carnegie,6,THEFT BY DECEPTION,3922 Theft by Deception.,2805,2,5,-80.0754954973434,40.4155299286822
247398232,21043987,10,2021-03-15T19:50:00Z,2021,March,Monday,07:50 PM,07 PM,"5800 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,TERRORISTIC THREATS,2706 Terroristic Threats.,705,8,2,-79.9314698462019,40.4576355164051
247398499,21044006,11,2021-03-13T00:01:00Z,2021,March,Saturday,12:01 AM,12 AM,"100 Block Jucunda St Pittsburgh, PA 15210",N,Knoxville,3,IDENTITY THEFT,4120 Identity Theft,3001,3,5,-79.9882197306883,40.4173990560485
247218006,21042486,5,2021-03-13T00:40:00Z,2021,March,Saturday,12:40 AM,12 AM,"500 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,BURGLARY,3502 Burglary.,2304,1,1,-80.0005722739975,40.4535002610431
